userId	geneSymbol	geneName	entrezgene	score	gLink
ACSS3	ACSS3	acyl-CoA synthetase short chain family member 3	79611	2.5246289	https://www.ncbi.nlm.nih.gov/gene/?term=79611
ACTA2	ACTA2	actin alpha 2, smooth muscle	59	2.8190813	https://www.ncbi.nlm.nih.gov/gene/?term=59
ACTBL2	ACTBL2	actin beta like 2	345651	1.9444067	https://www.ncbi.nlm.nih.gov/gene/?term=345651
ACTC1	ACTC1	actin alpha cardiac muscle 1	70	5.103802	https://www.ncbi.nlm.nih.gov/gene/?term=70
ACTG1P4	ACTG1P4	actin gamma 1 pseudogene 4	648740	11.687563	https://www.ncbi.nlm.nih.gov/gene/?term=648740
ACTG2	ACTG2	actin gamma 2, smooth muscle	72	7.1681175	https://www.ncbi.nlm.nih.gov/gene/?term=72
ACTL10	ACTL10	actin like 10	170487	0.1470318	https://www.ncbi.nlm.nih.gov/gene/?term=170487
ACTR5	ACTR5	actin related protein 5	79913	-0.009796936	https://www.ncbi.nlm.nih.gov/gene/?term=79913
ACTR8	ACTR8	actin related protein 8	93973	-0.061062384	https://www.ncbi.nlm.nih.gov/gene/?term=93973
ACTRT3	ACTRT3	actin related protein T3	84517	0.24513075	https://www.ncbi.nlm.nih.gov/gene/?term=84517
ACVR1	ACVR1	activin A receptor type 1	90	-1.7420404	https://www.ncbi.nlm.nih.gov/gene/?term=90
ACVR2B	ACVR2B	activin A receptor type 2B	93	-4.6347284	https://www.ncbi.nlm.nih.gov/gene/?term=93
ACVRL1	ACVRL1	activin A receptor like type 1	94	-0.41953176	https://www.ncbi.nlm.nih.gov/gene/?term=94
ACY3	ACY3	aminoacylase 3	91703	0.80007017	https://www.ncbi.nlm.nih.gov/gene/?term=91703
ADA	ADA	adenosine deaminase	100	0.9557974	https://www.ncbi.nlm.nih.gov/gene/?term=100
ADAL	ADAL	adenosine deaminase like	161823	0.5505982	https://www.ncbi.nlm.nih.gov/gene/?term=161823
ADAM12	ADAM12	ADAM metallopeptidase domain 12	8038	-2.912178	https://www.ncbi.nlm.nih.gov/gene/?term=8038
ADAM15	ADAM15	ADAM metallopeptidase domain 15	8751	0.53139305	https://www.ncbi.nlm.nih.gov/gene/?term=8751
ADAM1A	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	8759	0.9331193	https://www.ncbi.nlm.nih.gov/gene/?term=8759
ADAM28	ADAM28	ADAM metallopeptidase domain 28	10863	3.2479954	https://www.ncbi.nlm.nih.gov/gene/?term=10863
ADAM33	ADAM33	ADAM metallopeptidase domain 33	80332	-0.3454327	https://www.ncbi.nlm.nih.gov/gene/?term=80332
ADAM8	ADAM8	ADAM metallopeptidase domain 8	101	-1.3114676	https://www.ncbi.nlm.nih.gov/gene/?term=101
ADAMTS1	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	17.023083	https://www.ncbi.nlm.nih.gov/gene/?term=9510
ADAMTS13	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	0.5586586	https://www.ncbi.nlm.nih.gov/gene/?term=11093
ADAMTS18	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	0.19715686	https://www.ncbi.nlm.nih.gov/gene/?term=170692
ADAMTS19	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	-0.2509882	https://www.ncbi.nlm.nih.gov/gene/?term=171019
ADAMTS3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	-0.70180273	https://www.ncbi.nlm.nih.gov/gene/?term=9508
ADAMTS4	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	-0.022626257	https://www.ncbi.nlm.nih.gov/gene/?term=9507
ADAMTS5	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	0.40865922	https://www.ncbi.nlm.nih.gov/gene/?term=11096
ADAMTS6	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	-2.7073238	https://www.ncbi.nlm.nih.gov/gene/?term=11174
ADAMTS8	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	-0.18434049	https://www.ncbi.nlm.nih.gov/gene/?term=11095
ADAMTS9	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	-1.5177864	https://www.ncbi.nlm.nih.gov/gene/?term=56999
ADAMTSL1	ADAMTSL1	ADAMTS like 1	92949	-4.5937004	https://www.ncbi.nlm.nih.gov/gene/?term=92949
ADAMTSL4	ADAMTSL4	ADAMTS like 4	54507	0.50127655	https://www.ncbi.nlm.nih.gov/gene/?term=54507
ADAP2	ADAP2	ArfGAP with dual PH domains 2	55803	-1.6653366	https://www.ncbi.nlm.nih.gov/gene/?term=55803
ADARB1	ADARB1	adenosine deaminase, RNA specific B1	104	0.3242449	https://www.ncbi.nlm.nih.gov/gene/?term=104
ADAT1	ADAT1	adenosine deaminase, tRNA specific 1	23536	0.38811937	https://www.ncbi.nlm.nih.gov/gene/?term=23536
ADAT2	ADAT2	adenosine deaminase, tRNA specific 2	134637	4.2056327	https://www.ncbi.nlm.nih.gov/gene/?term=134637
ADCK1	ADCK1	aarF domain containing kinase 1	57143	0.13619815	https://www.ncbi.nlm.nih.gov/gene/?term=57143
ADCK2	ADCK2	aarF domain containing kinase 2	90956	-0.34452558	https://www.ncbi.nlm.nih.gov/gene/?term=90956
ADCK5	ADCK5	aarF domain containing kinase 5	203054	0.45500028	https://www.ncbi.nlm.nih.gov/gene/?term=203054
ADCY10P1	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1	221442	1.2761416	https://www.ncbi.nlm.nih.gov/gene/?term=221442
ADCY2	ADCY2	adenylate cyclase 2	108	-1.5199765	https://www.ncbi.nlm.nih.gov/gene/?term=108
ADCY3	ADCY3	adenylate cyclase 3	109	1.1692954	https://www.ncbi.nlm.nih.gov/gene/?term=109
ADCY4	ADCY4	adenylate cyclase 4	196883	-0.24629705	https://www.ncbi.nlm.nih.gov/gene/?term=196883
ADCY5	ADCY5	adenylate cyclase 5	111	0.29836595	https://www.ncbi.nlm.nih.gov/gene/?term=111
ADCY6	ADCY6	adenylate cyclase 6	112	0.7241309	https://www.ncbi.nlm.nih.gov/gene/?term=112
ADCY7	ADCY7	adenylate cyclase 7	113	-1.485454	https://www.ncbi.nlm.nih.gov/gene/?term=113
ADCY8	ADCY8	adenylate cyclase 8	114	6.976779	https://www.ncbi.nlm.nih.gov/gene/?term=114
ADCYAP1R1	ADCYAP1R1	ADCYAP receptor type I	117	5.5006685	https://www.ncbi.nlm.nih.gov/gene/?term=117
ADD2	ADD2	adducin 2	119	0.12739904	https://www.ncbi.nlm.nih.gov/gene/?term=119
ADGB	ADGB	androglobin	79747	-9.095483	https://www.ncbi.nlm.nih.gov/gene/?term=79747
ADH1B	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	1.4448018	https://www.ncbi.nlm.nih.gov/gene/?term=125
ADH1C	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	2.5298386	https://www.ncbi.nlm.nih.gov/gene/?term=126
ADH6	ADH6	alcohol dehydrogenase 6 (class V)	130	-8.543602	https://www.ncbi.nlm.nih.gov/gene/?term=130
ADHFE1	ADHFE1	alcohol dehydrogenase, iron containing 1	137872	2.5411646	https://www.ncbi.nlm.nih.gov/gene/?term=137872
ADIPOR2	ADIPOR2	adiponectin receptor 2	79602	3.761194	https://www.ncbi.nlm.nih.gov/gene/?term=79602
ADM	ADM	adrenomedullin	133	1.8629988	https://www.ncbi.nlm.nih.gov/gene/?term=133
ADNP	ADNP	activity dependent neuroprotector homeobox	23394	2.2018743	https://www.ncbi.nlm.nih.gov/gene/?term=23394
ADNP2	ADNP2	ADNP homeobox 2	22850	1.7071809	https://www.ncbi.nlm.nih.gov/gene/?term=22850
ADORA2A	ADORA2A	adenosine A2a receptor	135	0.30598578	https://www.ncbi.nlm.nih.gov/gene/?term=135
ADORA3	ADORA3	adenosine A3 receptor	140	-1.0291708	https://www.ncbi.nlm.nih.gov/gene/?term=140
ADPRH	ADPRH	ADP-ribosylarginine hydrolase	141	0.48904335	https://www.ncbi.nlm.nih.gov/gene/?term=141
ADPRHL2	ADPRHL2	ADP-ribosylhydrolase like 2	54936	-5.052666	https://www.ncbi.nlm.nih.gov/gene/?term=54936
ADPRM	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	56985	0.4609614	https://www.ncbi.nlm.nih.gov/gene/?term=56985
ADRA2A	ADRA2A	adrenoceptor alpha 2A	150	-0.6532457	https://www.ncbi.nlm.nih.gov/gene/?term=150
ADRA2B	ADRA2B	adrenoceptor alpha 2B	151	1.2613944	https://www.ncbi.nlm.nih.gov/gene/?term=151
ADRB2	ADRB2	adrenoceptor beta 2	154	-1.3499297	https://www.ncbi.nlm.nih.gov/gene/?term=154
ADTRP	ADTRP	androgen dependent TFPI regulating protein	84830	-0.3662188	https://www.ncbi.nlm.nih.gov/gene/?term=84830
AFAP1	AFAP1	actin filament associated protein 1	60312	-0.10499309	https://www.ncbi.nlm.nih.gov/gene/?term=60312
AFAP1L1	AFAP1L1	actin filament associated protein 1 like 1	134265	-1.2240857	https://www.ncbi.nlm.nih.gov/gene/?term=134265
AFF3	AFF3	AF4/FMR2 family member 3	3899	0.2980031	https://www.ncbi.nlm.nih.gov/gene/?term=3899
AFG3L1P	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172	0.043334596	https://www.ncbi.nlm.nih.gov/gene/?term=172
AGAP1	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	116987	0.8659144	https://www.ncbi.nlm.nih.gov/gene/?term=116987
AGAP3	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988	-0.55208844	https://www.ncbi.nlm.nih.gov/gene/?term=116988
AGBL2	AGBL2	ATP/GTP binding protein like 2	79841	-8.04712	https://www.ncbi.nlm.nih.gov/gene/?term=79841
AGBL3	AGBL3	ATP/GTP binding protein like 3	340351	-0.6314488	https://www.ncbi.nlm.nih.gov/gene/?term=340351
AGER	AGER	advanced glycosylation end-product specific receptor	177	0.72956073	https://www.ncbi.nlm.nih.gov/gene/?term=177
AGFG1	AGFG1	ArfGAP with FG repeats 1	3267	0.57940584	https://www.ncbi.nlm.nih.gov/gene/?term=3267
AGFG2	AGFG2	ArfGAP with FG repeats 2	3268	2.1778486	https://www.ncbi.nlm.nih.gov/gene/?term=3268
AGO1	AGO1	argonaute RISC catalytic component 1	26523	1.1778742	https://www.ncbi.nlm.nih.gov/gene/?term=26523
AGO3	AGO3	argonaute RISC catalytic component 3	192669	2.7028658	https://www.ncbi.nlm.nih.gov/gene/?term=192669
AGO4	AGO4	argonaute RISC catalytic component 4	192670	-0.17997335	https://www.ncbi.nlm.nih.gov/gene/?term=192670
AGPAT3	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	56894	-1.9608127	https://www.ncbi.nlm.nih.gov/gene/?term=56894
AGPAT4	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	56895	-0.6253711	https://www.ncbi.nlm.nih.gov/gene/?term=56895
AGPAT4-IT1	AGPAT4-IT1	AGPAT4 intronic transcript 1	79992	-0.014812035	https://www.ncbi.nlm.nih.gov/gene/?term=79992
AGPAT5	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	55326	-1.3726596	https://www.ncbi.nlm.nih.gov/gene/?term=55326
AGPS	AGPS	alkylglycerone phosphate synthase	8540	-1.2745866	https://www.ncbi.nlm.nih.gov/gene/?term=8540
AGR2	AGR2	anterior gradient 2, protein disulphide isomerase family member	10551	-16.475958	https://www.ncbi.nlm.nih.gov/gene/?term=10551
AGR3	AGR3	anterior gradient 3, protein disulphide isomerase family member	155465	-10.611403	https://www.ncbi.nlm.nih.gov/gene/?term=155465
AGT	AGT	angiotensinogen	183	-0.082353875000000007	https://www.ncbi.nlm.nih.gov/gene/?term=183
AGTPBP1	AGTPBP1	ATP/GTP binding protein 1	23287	0.43396798	https://www.ncbi.nlm.nih.gov/gene/?term=23287
AGXT	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	189	-0.2300725	https://www.ncbi.nlm.nih.gov/gene/?term=189
AHCY	AHCY	adenosylhomocysteinase	191	6.835825	https://www.ncbi.nlm.nih.gov/gene/?term=191
AHCYL1	AHCYL1	adenosylhomocysteinase like 1	10768	-5.4584875	https://www.ncbi.nlm.nih.gov/gene/?term=10768
AHCYL2	AHCYL2	adenosylhomocysteinase like 2	23382	0.072492145	https://www.ncbi.nlm.nih.gov/gene/?term=23382
AHNAK2	AHNAK2	AHNAK nucleoprotein 2	113146	-1.8300054	https://www.ncbi.nlm.nih.gov/gene/?term=113146
AHRR	AHRR	aryl-hydrocarbon receptor repressor	57491	0.04675575	https://www.ncbi.nlm.nih.gov/gene/?term=57491
AIF1	AIF1	allograft inflammatory factor 1	199	-1.8066016	https://www.ncbi.nlm.nih.gov/gene/?term=199
AIFM2	AIFM2	apoptosis inducing factor, mitochondria associated 2	84883	-1.6572891	https://www.ncbi.nlm.nih.gov/gene/?term=84883
AJUBA	AJUBA	ajuba LIM protein	84962	0.2809751	https://www.ncbi.nlm.nih.gov/gene/?term=84962
AK1	AK1	adenylate kinase 1	203	-16.357307	https://www.ncbi.nlm.nih.gov/gene/?term=203
AK4	AK4	adenylate kinase 4	205	0.47885764	https://www.ncbi.nlm.nih.gov/gene/?term=205
AKAP1	AKAP1	A-kinase anchoring protein 1	8165	0.19412448	https://www.ncbi.nlm.nih.gov/gene/?term=8165
AKAP11	AKAP11	A-kinase anchoring protein 11	11215	1.1526951	https://www.ncbi.nlm.nih.gov/gene/?term=11215
AKAP12	AKAP12	A-kinase anchoring protein 12	9590	9.477058	https://www.ncbi.nlm.nih.gov/gene/?term=9590
AKAP13	AKAP13	A-kinase anchoring protein 13	11214	-2.5924819	https://www.ncbi.nlm.nih.gov/gene/?term=11214
AKAP14	AKAP14	A-kinase anchoring protein 14	158798	-10.666971	https://www.ncbi.nlm.nih.gov/gene/?term=158798
AKAP3	AKAP3	A-kinase anchoring protein 3	10566	-0.5985073	https://www.ncbi.nlm.nih.gov/gene/?term=10566
AKAP6	AKAP6	A-kinase anchoring protein 6	9472	-0.7363641	https://www.ncbi.nlm.nih.gov/gene/?term=9472
AKAP7	AKAP7	A-kinase anchoring protein 7	9465	-0.4580975	https://www.ncbi.nlm.nih.gov/gene/?term=9465
AKAP8L	AKAP8L	A-kinase anchoring protein 8 like	26993	2.6998334	https://www.ncbi.nlm.nih.gov/gene/?term=26993
AKNA	AKNA	AT-hook transcription factor	80709	-3.4393206	https://www.ncbi.nlm.nih.gov/gene/?term=80709
AKR1B10	AKR1B10	aldo-keto reductase family 1 member B10	57016	-0.44298738	https://www.ncbi.nlm.nih.gov/gene/?term=57016
AKR1C2	AKR1C2	aldo-keto reductase family 1 member C2	1646	-1.5458814	https://www.ncbi.nlm.nih.gov/gene/?term=1646
AKT3	AKT3	AKT serine/threonine kinase 3	10000	-0.6781916	https://www.ncbi.nlm.nih.gov/gene/?term=10000
ALAD	ALAD	aminolevulinate dehydratase	210	0.5293715	https://www.ncbi.nlm.nih.gov/gene/?term=210
ALCAM	ALCAM	activated leukocyte cell adhesion molecule	214	-8.381305	https://www.ncbi.nlm.nih.gov/gene/?term=214
ALDH1A1	ALDH1A1	aldehyde dehydrogenase 1 family member A1	216	2.0152142	https://www.ncbi.nlm.nih.gov/gene/?term=216
ALDH1A3	ALDH1A3	aldehyde dehydrogenase 1 family member A3	220	-4.8915997	https://www.ncbi.nlm.nih.gov/gene/?term=220
ALDH3A1	ALDH3A1	aldehyde dehydrogenase 3 family member A1	218	4.0490894	https://www.ncbi.nlm.nih.gov/gene/?term=218
ALDH3B1	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221	-6.641986	https://www.ncbi.nlm.nih.gov/gene/?term=221
ALDH4A1	ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659	0.8052148	https://www.ncbi.nlm.nih.gov/gene/?term=8659
ALDOC	ALDOC	aldolase, fructose-bisphosphate C	230	0.76926684	https://www.ncbi.nlm.nih.gov/gene/?term=230
ALG12	ALG12	ALG12, alpha-1,6-mannosyltransferase	79087	0.043528978	https://www.ncbi.nlm.nih.gov/gene/?term=79087
ALG9	ALG9	ALG9, alpha-1,2-mannosyltransferase	79796	2.085309	https://www.ncbi.nlm.nih.gov/gene/?term=79796
ALKBH1	ALKBH1	alkB homolog 1, histone H2A dioxygenase	8846	-0.15418512	https://www.ncbi.nlm.nih.gov/gene/?term=8846
ALKBH4	ALKBH4	alkB homolog 4, lysine demethylase	54784	-0.932264	https://www.ncbi.nlm.nih.gov/gene/?term=54784
ALKBH8	ALKBH8	alkB homolog 8, tRNA methyltransferase	91801	0.28806362	https://www.ncbi.nlm.nih.gov/gene/?term=91801
ALMS1	ALMS1	ALMS1, centrosome and basal body associated protein	7840	-2.4195063	https://www.ncbi.nlm.nih.gov/gene/?term=7840
ALOX12P2	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	245	-1.653881	https://www.ncbi.nlm.nih.gov/gene/?term=245
ALOX15	ALOX15	arachidonate 15-lipoxygenase	246	-0.68378985	https://www.ncbi.nlm.nih.gov/gene/?term=246
ALOX15B	ALOX15B	arachidonate 15-lipoxygenase, type B	247	0.6671506	https://www.ncbi.nlm.nih.gov/gene/?term=247
ALOX5	ALOX5	arachidonate 5-lipoxygenase	240	-4.3877444	https://www.ncbi.nlm.nih.gov/gene/?term=240
ALOX5AP	ALOX5AP	arachidonate 5-lipoxygenase activating protein	241	-1.9024198	https://www.ncbi.nlm.nih.gov/gene/?term=241
ALOXE3	ALOXE3	arachidonate lipoxygenase 3	59344	-1.455156	https://www.ncbi.nlm.nih.gov/gene/?term=59344
ALPL	ALPL	alkaline phosphatase, biomineralization associated	249	0.13192171	https://www.ncbi.nlm.nih.gov/gene/?term=249
ALPP	ALPP	alkaline phosphatase, placental	250	2.3618262	https://www.ncbi.nlm.nih.gov/gene/?term=250
ALS2	ALS2	ALS2, alsin Rho guanine nucleotide exchange factor	57679	-0.801055	https://www.ncbi.nlm.nih.gov/gene/?term=57679
ALS2CL	ALS2CL	ALS2 C-terminal like	259173	-0.64156973	https://www.ncbi.nlm.nih.gov/gene/?term=259173
ALS2CR12	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region 12	130540	-4.214056	https://www.ncbi.nlm.nih.gov/gene/?term=130540
